시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
구리IC교(판교0),경기도,구리시,60.2,21.3,2,30.1,PSCI거더교,DB-24,88989,1992,31
구리IC교(판교1),경기도,구리시,60.2,10.3,2,30.1,PSCI거더교,DB-24,88989,2002,21
구문1교(목포),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문1교(서울),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문2교(목포),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문2교(서울),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문3교(목포),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문3교(서울),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문4교(목포),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구문4교(서울),경기도,화성시,15,15.7,1,15,라멘교,DB-24,45997,1996,27
구성교(강릉),경기도,용인시 기흥구,15.2,23.3,1,15.2,라멘교,DB-24,82666,2011,12
구성교(인천),경기도,용인시 기흥구,15.2,22.8,1,15.2,라멘교,DB-24,82666,2011,12
구수교(제천),경기도,안성시,245.5,12,7,35.3,PSCI거더교,DB-24,26618,2008,15
구수교(평택),경기도,안성시,245.5,12.5,7,35.3,PSCI거더교,DB-24,26618,2008,15
구양1교(양평),경기도,여주군,105,12.5,3,35,PSCI거더교,DB-24,7359,2010,13
구양1교(창원),경기도,여주군,105,11.8,3,35,PSCI거더교,DB-24,7359,2010,13
구양2교(양평),경기도,여주군,9.8,12.5,1,9.8,라멘교,DB-24,7736,2010,13
구양2교(창원),경기도,여주군,9.8,11.8,1,9.8,라멘교,DB-24,7736,2010,13
구양3교(양평),경기도,여주군,280,11.8,8,35,PSCI거더교,DB-24,7736,2010,13
구양3교(창원),경기도,여주군,280,12.5,8,35,PSCI거더교,DB-24,7736,2010,13
구읍교(구리),경기도,포천시,49.3,24.6,1,49.3,PSCI거더교,DB-24,13360,2017,6
구읍교(구리),경기도,포천시,49.3,24.6,1,49.3,PSCI거더교,DB-24,13360,2017,6
구읍교(포천),경기도,포천시,49.3,24.6,1,49.3,PSCI거더교,DB-24,13360,2017,6
구읍교(포천),경기도,포천시,49.3,24.6,1,49.3,PSCI거더교,DB-24,13360,2017,6
구읍천교(구리),경기도,포천시,130.7,26.4,4,35.2,PSCI거더교,DB-24,13360,2017,6
구읍천교(포천),경기도,포천시,129.7,26.4,4,35.2,PSCI거더교,DB-24,13360,2017,6
구포1교(목포0),경기도,화성시,10,18.2,1,10,라멘교,DB-24,55506,1996,27
구포1교(목포1),경기도,화성시,10,5.6,1,10,라멘교,DB-24,55506,2011,12
구포1교(서울),경기도,화성시,10,22.3,1,10,라멘교,DB-24,55506,1996,27
구포2교(목포),경기도,화성시,60.1,20.3,1,60.1,강박스거더교,DB-24,55506,1996,27
구포2교(서울),경기도,화성시,60.1,15.7,1,60.1,강박스거더교,DB-24,55506,1996,27
군자JCT R-B1교,경기도,시흥시,50,16.2,1,50,강박스거더교,DB-24,32968,2013,10
군자JCT Ramp-A1교,경기도,시흥시,57.6,24,2,29.5,라멘교,DB-24,32968,2013,10
군자JCT Ramp-A2교,경기도,시흥시,12.2,16.2,1,12.2,라멘교,DB-24,32968,2013,10
군자JCT Ramp-B2교,경기도,시흥시,12,16.2,1,12,라멘교,DB-24,32968,2013,10
군자교(강릉),경기도,시흥시,420.4,15.6,9,50,PSC박스거더교,DB-24,56092,1994,29
군자교(인천),경기도,시흥시,420.4,15.6,9,50,PSC박스거더교,DB-24,56092,1994,29
군포1육교(강릉),경기도,군포시,12,16.8,1,12,라멘교,DB-24,74974,2001,22
군포1육교(인천),경기도,군포시,12,16.8,1,12,라멘교,DB-24,74974,2001,22
군포1육교(인천1),경기도,군포시,12,4.1,1,12,라멘교,DB-24,74974,2013,10
군포2육교,경기도,군포시,40.8,8.5,1,40.8,프리플렉스거더교,DB-24,74974,2001,22
군포IC1교(강릉),경기도,군포시,8,11.7,1,8,라멘교,DB-24,70076,2001,22
군포IC1교(인천),경기도,군포시,8,11.7,1,8,라멘교,DB-24,70076,2001,22
군포IC2교(강릉),경기도,군포시,8,10.9,1,8,라멘교,DB-24,70076,2001,22
군포IC2교(인천),경기도,군포시,8,11.4,1,8,라멘교,DB-24,70076,2001,22
군포IC3교,경기도,군포시,55,15.6,1,55,강박스거더교,DB-24,70076,2001,22
군포육교(강릉0),경기도,군포시,40.8,12,1,40.8,프리플렉스거더교,DB-24,74974,1991,32
군포육교(강릉1),경기도,군포시,40.8,4.8,1,40.8,프리플렉스거더교,DB-24,74974,2001,22
군포육교(인천0),경기도,군포시,40.8,12,1,40.8,프리플렉스거더교,DB-24,74974,1991,32
군포육교(인천1),경기도,군포시,40.8,4.8,1,40.8,프리플렉스거더교,DB-24,74974,2001,22
궁1교(양평),경기도,여주군,90,11.8,2,45,강박스거더교,DB-24,7736,2012,11
궁1교(창원),경기도,여주군,90,12.5,2,45,강박스거더교,DB-24,7736,2012,11
궁2교(양평),경기도,여주군,30,12,1,30,PSCI거더교,DB-24,7736,2012,11
궁2교(창원),경기도,여주군,30,12.5,1,30,PSCI거더교,DB-24,7736,2012,11
궁3교(양평),경기도,여주군,12,12.8,1,12,라멘교,DB-24,7736,2012,11
궁3교(창원),경기도,여주군,12,12.8,1,12,라멘교,DB-24,7736,2012,11
궁내1교(부산0),경기도,성남시 분당구,10,19.3,1,10,라멘교,DB-24,105559,1992,31
궁내1교(부산1),경기도,성남시 분당구,10,13.2,1,10,라멘교,DB-24,105559,2010,13
궁내1교(서울),경기도,성남시 분당구,10,22.9,1,10,라멘교,DB-24,105559,1992,31
궁내2교(부산0),경기도,성남시 분당구,10.8,11.2,1,10.8,라멘교,DB-24,105559,1987,36
궁내2교(부산1),경기도,성남시 분당구,10.8,23.9,1,10.8,라멘교,DB-24,105559,1992,31
궁내2교(부산2),경기도,성남시 분당구,10.8,21.3,1,10.8,라멘교,DB-24,105559,2010,13
궁내2교(서울0),경기도,성남시 분당구,10.8,27.2,1,10.8,라멘교,DB-24,105559,1987,36
궁내2교(서울1),경기도,성남시 분당구,10.8,33.6,1,10.8,라멘교,DB-24,105559,1992,31
궁리1교(제천),경기도,평택시,15,15.5,1,15,라멘교,DB-24,33769,2002,21
궁리1교(평택0),경기도,평택시,15,16,1,15,라멘교,DB-24,33769,2002,21
궁리1교(평택1),경기도,평택시,15,5.8,1,15,라멘교,DB-24,33769,2018,5
궁리2교(제천),경기도,평택시,12.4,15.8,1,12.4,라멘교,DB-24,33769,2002,21
궁리2교(평택),경기도,평택시,12.4,15.8,1,12.4,라멘교,DB-24,33769,2002,21
궁평1교(이천),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,39862,2001,22
궁평1교(하남),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,39862,2001,22
궁평교(남이),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,25113,2001,22
궁평교(하남),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,25113,2001,22
귀래교(평택),경기도,화성시,20,15.9,1,20,PSCI거더교,DB-24,44445,2009,14
귀래교(화성),경기도,화성시,20,19.4,1,20,PSCI거더교,DB-24,44445,2009,14
귀백1교(양평),경기도,여주군,35.8,11.8,1,35.8,PSCI거더교,DB-24,7736,2010,13
귀백1교(창원),경기도,여주군,35.8,12.5,1,35.8,PSCI거더교,DB-24,7736,2010,13
귀백2교(양평),경기도,여주군,315,12.5,9,35,PSCI거더교,DB-24,7736,2010,13
귀백2교(창원),경기도,여주군,315,11.8,9,35,PSCI거더교,DB-24,7736,2010,13
금곡1교,경기도,수원시 권선구,270,28,9,30,PSCI거더교,DB-24,23183,2016,7
금곡2교,경기도,수원시 권선구,30,8.2,1,30,PSCI거더교,DB-24,23183,2016,7
금곡IC교,경기도,수원시 권선구,170,8.5,3,70,강박스거더교,DB-24,35098,2016,7
금곡교(동탄),경기도,화성시,90,12.8,3,30,PSCI거더교,DB-24,35301,2009,14
금곡교(봉담),경기도,화성시,90,12.8,3,30,PSCI거더교,DB-24,35301,2009,14
금곡교(부산0),경기도,성남시 분당구,74.9,15.7,6,14.6,RC슬래브교,DB-24,105559,1968,55
금곡교(부산1),경기도,성남시 분당구,74.9,5.6,6,14.6,RC슬래브교,DB-24,105559,1992,31
금곡교(서울0),경기도,성남시 분당구,74.9,15.7,6,14.6,RC슬래브교,DB-24,105559,1968,55
금곡교(서울1),경기도,성남시 분당구,74.9,5.6,6,14.6,RC슬래브교,DB-24,105559,1992,31
금곡육교,경기도,수원시 권선구,60,9.9,1,60,강박스거더교,DB-24,35098,2016,7
금곡육교(부산),경기도,성남시 분당구,40.4,19.3,1,40.4,프리플렉스거더교,DB-24,105559,1992,31
금곡육교(서울),경기도,성남시 분당구,40.4,19.3,1,40.4,프리플렉스거더교,DB-24,105559,1992,31
금광교(제천),경기도,안성시,630,12.6,18,35,PSCI거더교,DB-24,26618,2008,15
금광교(평택),경기도,안성시,525,12.8,15,35,PSCI거더교,DB-24,26618,2008,15
금당교(양평),경기도,여주군,270,12.1,9,30,PSCI거더교,DB-24,35760,2002,21
금당교(창원),경기도,여주군,270,12.1,9,30,PSCI거더교,DB-24,35760,2002,21
금사천교(양평),경기도,여주군,321.6,12.6,8,40.2,PSCI거더교,DB-24,5692,2012,11
금사천교(창원),경기도,여주군,260,12.6,7,40,PSCI거더교,DB-24,5692,2012,11
금암교(동탄),경기도,오산시,500.2,20.2,10,55,강박스거더교,DB-24,38427,2009,14
금암교(봉담),경기도,오산시,500.2,16.2,10,55,강박스거더교,DB-24,38427,2009,14
금의1교,경기도,화성시,12,24.3,1,12,라멘교,DB-24,31334,2013,10
금의1육교,경기도,화성시,40,7.4,1,40,강박스거더교,DB-24,28589,2013,10
금의2교,경기도,화성시,50,24.3,1,50,강박스거더교,DB-24,31334,2013,10
금의2육교,경기도,화성시,45,12.9,1,45,강박스거더교,DB-24,28589,2013,10
금의3교,경기도,화성시,35,28.1,1,35,PSCI거더교,DB-24,31334,2013,10
금의4교,경기도,화성시,15,28.1,1,15,라멘교,DB-24,31334,2013,10
금이1교(일산),경기도,시흥시,90,19.3,3,30,PSCI거더교,DB-24,73006,1999,24
금이1교(판교),경기도,시흥시,90,19.3,3,30,PSCI거더교,DB-24,73006,1999,24
금이2교(일산),경기도,시흥시,199.6,19.3,4,50,강박스거더교,DB-24,73006,1999,24
금이2교(판교),경기도,시흥시,199.6,19.3,4,50,강박스거더교,DB-24,73006,1999,24
금이3교(일산),경기도,시흥시,149.8,19.3,3,50,강박스거더교,DB-24,73006,1999,24
금이3교(판교),경기도,시흥시,149.8,19.3,3,50,강박스거더교,DB-24,73006,1999,24
금천고가교,서울특별시,금천구,2705,30.6,55,60,강박스거더교,DB-24,45216,1998,25
금토1교(서울),경기도,성남시 수정구,30,14.4,1,30,PSCI거더교,DB-24,49895,2009,14
금토1교(용인),경기도,성남시 수정구,35,14.4,1,35,PSCI거더교,DB-24,49895,2009,14
금토2교(서울),경기도,성남시 수정구,280,14.4,8,35,PSCI거더교,DB-24,49895,2009,14
금토2교(용인),경기도,성남시 수정구,315,14.4,9,35,PSCI거더교,DB-24,49895,2009,14
금토3교(서울),경기도,성남시 수정구,320,14.4,6,65,강박스거더교,DB-24,49895,2009,14
금토3교(용인),경기도,성남시 수정구,320,14.4,6,65,강박스거더교,DB-24,49895,2009,14
금토JCTRamp-A교,경기도,성남시 수정구,257.3,11.3,5,60,강박스거더교,DB-24,74394,2018,5
금토JCTRamp-B교,경기도,성남시 수정구,317.3,9.2,6,62.2,강박스거더교,DB-24,74394,2018,5
금토교(부산),경기도,성남시 수정구,35.9,23.3,1,35.9,프리플렉스거더교,DB-24,74394,1991,32
금토교(서울),경기도,성남시 수정구,35.9,23.3,1,35.9,프리플렉스거더교,DB-24,74394,1991,32
금현천교(구리),경기도,포천시,80.8,28.1,2,40.3,PSCI거더교,DB-24,23013,2017,6
금현천교(구리),경기도,포천시,80.8,28.1,2,40.4,PSCI거더교,DB-24,23013,2017,6
금현천교(포천),경기도,포천시,80.8,28.1,2,40.4,PSCI거더교,DB-24,23013,2017,6
금현천교(포천),경기도,포천시,80.8,28.1,2,40.3,PSCI거더교,DB-24,23013,2017,6
금호천교(구리0),경기도,성남시 수정구,72,22.2,4,18.6,라멘교,DB-24,107206,1991,32
금호천교(구리1),경기도,성남시 수정구,72.1,18.6,4,18.6,라멘교,DB-24,107206,2002,21
금호천교(판교0),경기도,성남시 수정구,72,17.5,4,18.6,라멘교,DB-24,107206,1991,32
금호천교(판교1),경기도,성남시 수정구,72.1,18.6,4,18.6,라멘교,DB-24,107206,2002,21
기흥IC10교,경기도,화성시,10.6,24.8,1,10.6,강플레이트거더교,DB-24,96020,2010,13
기흥IC1교,경기도,용인시 기흥구,34.1,30.6,1,34.1,라멘교,DB-24,96020,2010,13
기흥IC2교,경기도,용인시 기흥구,40.4,17,1,40.4,PSCI거더교,DB-24,96020,2010,13
기흥IC3교,경기도,용인시 기흥구,45.2,15.6,1,45.2,PSCI거더교,DB-24,96020,2010,13
기흥IC4교,경기도,용인시 기흥구,90.6,8.5,2,45.3,PSCI거더교,DB-24,96020,2010,13
기흥IC5교(진입),경기도,화성군,45,15.2,1,45,PSCI거더교,DB-24,96020,2010,13
기흥IC5교(진출),경기도,화성군,45,15.2,1,45,PSCI거더교,DB-24,96020,2010,13
기흥IC6교,경기도,용인시 기흥구,76,11.1,2,42.3,강박스거더교,DB-24,96020,2010,13
기흥IC7교,경기도,화성시,83.5,11.1,2,46.4,강박스거더교,DB-24,96020,2010,13
기흥IC8교,경기도,용인시 기흥구,26,8.7,1,26,라멘교,DB-24,96020,2010,13
기흥IC9교,경기도,용인시 기흥구,90.5,8.8,2,46.2,PSCI거더교,DB-24,96020,2010,13
기흥IC교(진입),경기도,화성시,150.3,7.8,3,60,강박스거더교,DB-24,96020,2010,13
기흥IC교(진출),경기도,화성시,150.3,11.4,3,60,강박스거더교,DB-24,96020,2010,13
기흥교(강릉0),경기도,용인시 기흥구,30.8,19.8,1,30.8,프리플렉스거더교,DB-24,79286,1991,32
기흥교(강릉1),경기도,용인시 기흥구,30.8,5.6,1,30.8,프리플렉스거더교,DB-24,79286,1999,24
기흥교(인천0),경기도,용인시 기흥구,30.8,15.9,1,30.8,프리플렉스거더교,DB-24,79286,1991,32
기흥교(인천1),경기도,용인시 기흥구,30.8,9.2,1,30.8,프리플렉스거더교,DB-24,79286,2011,12
기흥육교(부산),경기도,용인시 기흥구,30.3,23.4,1,30.3,프리플렉스거더교,DB-24,96020,1993,30
기흥육교(서울0),경기도,용인시 기흥구,30.3,23.4,1,30.3,프리플렉스거더교,DB-24,96020,1993,30
기흥육교(서울1),경기도,용인시 기흥구,30.3,4.6,1,30.3,프리플렉스거더교,DB-24,96020,2010,13
길마재교(서울),경기도,수원시 영통구,175,14.4,5,35,PSCI거더교,DB-24,65756,2009,14
길마재교(용인),경기도,수원시 영통구,210,14.7,6,35,PSCI거더교,DB-24,65756,2009,14
김포ICR-E교,경기도,김포시,120,8.9,3,50,강박스거더교,DB-24,94946,1997,26
김포ICR-F-1교,경기도,김포시,120,8.9,3,50,강박스거더교,DB-24,94946,1999,24
김포ICR-F-2교,경기도,김포시,18,8.9,1,18,라멘교,DB-24,94968,1997,26
김포공항IC램프교,서울특별시,강서구,80.2,15.6,3,30,강플레이트거더교,DB-24,18486,2000,23
김포공항IC육교,경기도,김포시,70.1,31.4,4,20,RC슬래브교,DB-24,18486,2000,23
김포대교(일산),경기도,김포시,2280,19.4,35,125,PSC박스거더교,DB-24,94946,1997,26
김포대교(판교),경기도,김포시,2280,19.4,35,125,PSC박스거더교,DB-24,94946,1997,26
낙양교(구리),경기도,의정부시,351.7,15.9,8,45.3,PSCI거더교,DB-24,31395,2017,6
낙양교(포천),경기도,의정부시,351.7,15.8,8,45.3,PSCI거더교,DB-24,31395,2017,6
남광명JCT 1교,경기도,광명시,45,14.7,1,45,PSCI거더교,DB-24,29864,2016,7
남광명JCT 2교,경기도,광명시,40,13.1,1,40,PSCI거더교,DB-24,29864,2016,7
남광명JCT 3교,경기도,광명시,40,33,1,40,PSCI거더교,DB-24,29864,2016,7
남광명JCT4교,경기도,광명시,50,8.5,1,50,강박스거더교,DB-24,29864,2016,7
남광명JCT5교,경기도,광명시,50,50,1,50,강박스거더교,DB-24,29864,2016,7
남광명JCT6교,경기도,광명시,50,8.5,1,50,강박스거더교,DB-24,29864,2016,7
남구리IC1교,경기도,구리시,491,12.9,13,70,라멘교,DB-24,28404,2017,6
남구리IC2교,경기도,구리시,40.6,8.5,1,40.6,PSCI거더교,DB-24,28404,2017,6
남구리IC2교,경기도,구리시,40.6,8.5,1,40.6,PSCI거더교,DB-24,28404,2017,6
남구리IC3교,경기도,구리시,380.2,10.8,11,70,강박스거더교,DB-24,28404,2017,6
남구리IC4교,경기도,구리시,15,14.6,1,15,라멘교,DB-24,28404,2017,6
남구리IC4교,경기도,구리시,15,14.6,1,15,라멘교,DB-24,28404,2017,6
남군포IC 1교,경기도,군포시,40,16.5,1,40,PSCI거더교,DB-18,45080,2016,7
남군포IC 2교,경기도,군포시,15,28.1,1,15,라멘교,DB-24,45080,2016,7
남군포IC3교,경기도,군포시,59,22.8,1,59,강박스거더교,DB-24,45080,2016,7
남별내IC1교(진입),경기도,남양주시,100.2,11.4,2,55,강박스거더교,DB-24,28404,2017,6
남별내IC1교(진출),경기도,남양주시,100.2,11.4,2,50.1,강박스거더교,DB-24,28404,2017,6
남별내IC2교,경기도,남양주시,30.1,22.8,1,30.1,PSCI거더교,DB-24,28404,2017,6
남별내IC교,경기도,남양주시,50,15.6,1,50,강박스거더교,DB-24,37338,2017,6
남비봉팔탄IC RAMP-A1교,경기도,화성시,50.2,19.5,1,50.2,강박스거더교,DB-24,12805,2021,2
남비봉팔탄IC RAMP-A2교,경기도,화성시,130.3,23,3,50.2,PSC박스거더교,DB-24,12805,2021,2
남사박교(일산0),경기도,안산시 상록구,290,19.3,6,55,강박스거더교,DB-24,79060,1999,24
남사박교(일산1),경기도,안산시 상록구,289.9,4.3,6,55,강박스거더교,DB-24,79060,2015,8
남사박교(판교),경기도,안산시 상록구,290,27,6,55,강박스거더교,DB-24,79060,1999,24
남안산 IC Ramp-A교,경기도,안산시 단원구,50,25.5,1,50,강박스거더교,DB-24,32968,2013,10
남안산IC Ramp-E교,경기도,안산시 단원구,35,8.5,1,35,강박스거더교,DB-24,32968,2013,10
남안산IC Ramp-F교,경기도,안산시 단원구,40,15.6,1,40,강박스거더교,DB-24,32968,2013,10
남안산IC교,경기도,안산시 단원구,35.8,27.9,1,35.8,PSCI거더교,DB-24,32968,2013,10
남안성ICR-A교(제천),경기도,안성시,12.6,11.4,1,12.6,라멘교,DB-24,26618,2008,15
남안성ICR-A교(평택),경기도,안성시,12.6,11.4,1,12.6,라멘교,DB-24,26618,2008,15
남안성IC교(제천),경기도,안성시,35,16.1,1,35,강플레이트거더교,DB-24,26618,2008,15
남안성IC교(평택),경기도,안성시,35,11.8,1,35,강플레이트거더교,DB-24,26618,2008,15
남양교,경기도,화성시,240,24.3,8,30,PSCI거더교,DB-24,31334,2013,10
남양주IC교(구리0),경기도,남양주시,40.7,12,1,40.7,프리플렉스거더교,DB-24,98213,1992,31
남양주IC교(구리1),경기도,남양주시,40.9,7.4,1,40.9,프리플렉스거더교,DB-24,98213,2002,21
남양주IC교(판교0),경기도,남양주시,40.7,12,1,40.7,프리플렉스거더교,DB-24,98213,1992,31
남양주IC교(판교1),경기도,남양주시,40.9,7.4,1,40.9,프리플렉스거더교,DB-24,98213,2002,21
남양호교,경기도,화성시,350,34.1,10,35,PSCI거더교,DB-24,28589,2013,10
남여주IC1교,경기도,여주군,13,23.2,1,13,라멘교,DB-24,9666,2013,10
남여주IC교,경기도,여주군,45,15.6,1,45,강플레이트거더교,DB-24,9666,2013,10
남이천IC1교,경기도,이천군,10,31.5,1,10,라멘교,DB-24,38408,2016,7
남이천IC2교(남이),경기도,이천시,10,7.9,1,10.1,라멘교,DB-24,,2016,7
남이천IC2교(하남),경기도,이천군,10,7.9,1,10.1,라멘교,DB-24,38408,2016,7
남한강교(강릉),경기도,여주군,540,12.1,9,60,PSC박스거더교,DB-24,24562,1999,24
남한강교(인천),경기도,여주군,540,12.1,9,60,PSC박스거더교,DB-24,24562,1994,29
남한강대교(광주),경기도,여주시,2063,12.4,40,70,PSCI거더교,DB-24,21873,2016,7
남한강대교(원주),경기도,여주시,2063,11.8,40,70,PSCI거더교,DB-24,21873,2016,7
내곡교(일산),경기도,고양시 일산동구,330.4,19.3,11,30.1,PSCI거더교,DB-24,76063,2006,17
